Title,Year,Authors,ArticleURL,Source,Publisher,Abstract,Cites,CitesURL
Robot‐assisted modified radical hysterectomy with removal of lymphatic vessel using indocyanine green: A new method,2022,"T Tanaka, R Nishie, S Ueda, S Hashida, ...",https://onlinelibrary.wiley.com/doi/abs/10.1002/rcs.2451,… Journal of Medical …,Wiley Online Library,… The sentinel lymph node (SLN) procedures using indocyanine green (ICG) have recently been performed worldwide. The aim of this study was to emphasise the safety of robot-assisted …,3,"https://scholar.google.com/scholar?cites=18050047510202315517&as_sdt=2005&sciodt=0,5&hl=en"
Obstacle Detection by Power Transmission Line Inspection Robot,2022,"R Jhansi, PA Ashwin Kumar, S Keerthana, ...",https://link.springer.com/chapter/10.1007/978-981-16-7167-8_46,… : Proceedings of ICIDCA …,Springer,"… Setup required for our analysis Since the project is software oriented, the requirements are software; mostly python libraries. The python libraries used here are skimage.feature which …",0,
"Preliminary study on a three-coil wireless power transfer system for endoscope micro-robot of intestinal diagnosis: Design, optimization and validation",2022,"D Han, G Yan, S Kuang, W Wang, K Zhao",https://link.springer.com/article/10.1007/s42835-022-01022-5,Journal of Electrical …,Springer,"… Based on calculation method of coil with magnetic core and equivalent resistance connected in series and ANSYS software,\(M_{12}\) and \(R_{2}\) can be obtained. The influence of …",7,"https://scholar.google.com/scholar?cites=14429143487847428655&as_sdt=2005&sciodt=0,5&hl=en"
Design of Integrated Coil Structure for Simultaneous Wireless Information and Power Transfer Applied to Electric Power Inspection Robot,2022,"C Huang, N Xia, X Mao, C Hua, X Xu, ...",https://link.springer.com/chapter/10.1007/978-981-99-0631-4_53,… on Wireless Power …,Springer,"… power transfer is gradually becoming a new choice for power supply for electric power … However, cross-coupling between the power and information channels affects transmission …",0,
Power-efficient adaptive behavior through a shape-changing elastic robot,2022,"SA Katiyar, D Gouwanda, F Iida, ...",https://journals.sagepub.com/doi/abs/10.1177/1059712321990186,Adaptive …,journals.sagepub.com,"… (a) and (b) All the hardware components and software GUI to … the robot’s behavior, the power requirement if the robot can change its shape is always either equal or less than if the robot …",1,"https://scholar.google.com/scholar?cites=7878526955143322454&as_sdt=2005&sciodt=0,5&hl=en"
Development of precision drive unit to be universally used as robot joints with high power density and modular construction at Wavedrive Kft.,2022,"B Göncfalvi, R Neumann, R Horváth, R Krisch",https://oda.uni-obuda.hu/bitstream/handle/20.500.14044/25251/ESB%202022_4.pdf?sequence=1,,oda.uni-obuda.hu,"The main focus of this article is to present the unique and widely applicable precision drive systems developed by Wavedrive Kft., which are mainly a combination of an electric motor, …",0,
Safe Navigation of a Non-Holonomic Robot with Low Computational-power in a 2D Dynamic Environment,2022,SC Verma,https://ieeexplore.ieee.org/abstract/document/9966963/,2022 Australian &New Zealand Control …,ieeexplore.ieee.org,"This paper proposes a navigation strategy for a low-computational power robot in a 2D complex environment with dynamic obstacles. In this work, a non-holonomic robot is considered. …",1,"https://scholar.google.com/scholar?cites=10329573440818641666&as_sdt=2005&sciodt=0,5&hl=en"
DEVELOPMENT OF TESTING METHOD FOR ARM MOUNTED ROBOT BASED ON FUKUSHIMA DAIICHI NUCLEAR POWER STATION CASES,2022,"T Yamada, H Abe, K Kawabata",https://www.jstage.jst.go.jp/article/jsmefdr/2022/0/2022_1045/_article/-char/ja/,Proceedings of the International …,jstage.jst.go.jp,"… system such as robot that consist with hardware and software combination. In addition to that, performance of a robot depends on the environment where the robot deployed, and an …",0,
A novel modular biomimetic live working robot for power distribution line,2022,"J Luo, P Guo, Y Lin",https://www.mdpi.com/2075-1702/10/3/195,Machines,mdpi.com,"… , a low-cost modular biomimetic power distribution live working robot was proposed in this article. First, the mechanical structure of the robot system is presented. Then, motion ability of …",6,"https://scholar.google.com/scholar?cites=17864349355263891986&as_sdt=2005&sciodt=0,5&hl=en"
Power modeling and experiment study of large flapping-wing flying robot during forward flight,2022,"S Zhong, W Xu",https://www.mdpi.com/2076-3417/12/6/3176,Applied Sciences,mdpi.com,"… parameters, and power consumption of robots. … power consumption of a large flapping-wing fly robot in forward flight, which serves as the foundation for developing a bionic flying robot …",5,"https://scholar.google.com/scholar?cites=14575896121448678050&as_sdt=2005&sciodt=0,5&hl=en"
Practice of Robot Process Automation in Power Grid Dispatching Report,2022,"S Liu, X Qi, H Li",https://dl.acm.org/doi/abs/10.1145/3584376.3584415,Proceedings of the 2022 4th International Conference …,dl.acm.org,"… of a robot program for power grid dispatching data report are introduced. Programming with UiBot, a robot … It effectively relieves the pain points of power grid dispatchers such as manual …",0,
Design of Question Answering Interactive Open Platform for Power Grid Business Acceptance Robot,2022,S Wu,https://onlinelibrary.wiley.com/doi/abs/10.1155/2022/9472873,Mobile Information Systems,Wiley Online Library,"… power grid business acceptance robot question answering platform, an interactive open platform for power grid business acceptance robot … of power grid business acceptance robot is …",2,"https://scholar.google.com/scholar?cites=10069831266767068937&as_sdt=2005&sciodt=0,5&hl=en"
State Diagnosis and Monitoring Method of Robot Electric Power Equipment Based on Data Mining,2022,"H Guo, Z Meng, H Yu, R Chen, L Li, ...",https://onlinelibrary.wiley.com/doi/abs/10.1155/2022/4272364,… on Electrical Energy …,Wiley Online Library,"… of the electric power robot system will gradually decrease with the change of the electric power robot state. Therefore, the gray prediction algorithm applied to the robot system should be …",1,"https://scholar.google.com/scholar?cites=15727880015029489991&as_sdt=2005&sciodt=0,5&hl=en"
Wireless Power Charging and Motion Control of a Magnetic Robot,2022,"AT Vo, N Garraud",https://ieeexplore.ieee.org/abstract/document/9853879/,2022 Wireless Power Week (WPW),ieeexplore.ieee.org,"… In this paper, a new magnetic robot topology, based on the conventional permanent magnet … of the robot on its power source. The multi-physics modeling of the robot and the magnetic …",2,"https://scholar.google.com/scholar?cites=4748154715333311651&as_sdt=2005&sciodt=0,5&hl=en"
An Intelligent System for Fruit Harvesting Robot applied to Vertical Green Walls,2022,"HQ Zhan, CK Yeh",https://ieeexplore.ieee.org/abstract/document/9969775/,2022 International Automatic Control …,ieeexplore.ieee.org,"… The overall structure consists of a Cartesian coordinate robot as the main farming machine, and various software programs, documents, and databases. The United Nations Department …",0,
DTMF Based Low-Power Consuming Autonomous Mining Companion Robot with Multiple Sensing Subsystems,2022,"C Satapathy, H Gokhale",https://ieeexplore.ieee.org/abstract/document/9791789/,2022 Interdisciplinary Research in …,ieeexplore.ieee.org,… A dynamic steering algorithm has also been presented which ensures that the robot can … The software used to program the robot was Atmel AVR Studio and HIDBootFlash (to write …,0,
A Review of Research on Intelligent Control Algorithm Applied to Power Line Inspection Robot,2022,"B Chen, Y Feng, Y Cao",https://ieeexplore.ieee.org/abstract/document/9858524/,2022 IEEE 11th Data Driven Control …,ieeexplore.ieee.org,… for inspection of power transmission wires: manual inspection method and aerial survey method[2]. The power line inspection (PLI) robot can … Image analysis software Execution system …,2,"https://scholar.google.com/scholar?cites=5442287400776912880&as_sdt=2005&sciodt=0,5&hl=en"
Judicial power without judicial responsibility: the case against robot judges,2022,L Greco,https://link.springer.com/chapter/10.1007/978-3-031-47946-5_12,International Conference on Autonomous Systems and …,Springer,"… would be corrected by human judges during the appeal process, would be incorporated as learning material, in much the same way our spam filters or speech recognition software …",2,"https://scholar.google.com/scholar?cites=17478023129160266825&as_sdt=2005&sciodt=0,5&hl=en"
"Robot-Assisted Liver Resection and Cholecystectomy Using Indocyanine-Green for Intrahepatic Cholangiocarcinoma, in a Very Rare Anatomical Anomaly of 'Bipartite …",2022,"G Ceccarelli, M Codacci-Pisanelli, ...",https://journals.sagepub.com/doi/abs/10.1177/15533506221081116,Surgical …,journals.sagepub.com,"… To the best of our knowledge, this is the first report describing a robot-assisted hepatic resection and cholecystectomy in a patient presenting with a cholangiocarcinoma associated to a ‘…",1,"https://scholar.google.com/scholar?cites=9469345762784364402&as_sdt=2005&sciodt=0,5&hl=en"
Modiﬁed power rate sliding mode control for robot manipulator based on particle swarm optimization,2022,"S Sinan, R Fareh, S Hamdan, M Saad, ...",https://search.proquest.com/openview/f6c41f89a3ef2bca676dbbd7162077e8/1?pq-origsite=gscholar&cbl=1686340,… Journal of Robotics …,search.proquest.com,"… A data acquisition card (DAQ) is used to link the robot to the Matlab/Simulink software, where the card is reading the input signal from the Matlab/Simulink software to the robot, and write …",3,"https://scholar.google.com/scholar?cites=14915474881002345859&as_sdt=2005&sciodt=0,5&hl=en"
Intelligent energy management system for mobile robot,2022,"MFR Lee, A Nugroho",https://www.mdpi.com/2071-1050/14/16/10056,Sustainability,mdpi.com,"… energy into the battery/load. In this study, the energy from PV was not directly transferred to the battery but it … made the SC ideal to store energy temporarily because it provided sufficient …",12,"https://scholar.google.com/scholar?cites=447788021195361087&as_sdt=2005&sciodt=0,5&hl=en"
Multi-parameter predictive model of mobile robot's battery discharge for intelligent mission planning in multi-robot systems,2022,"B Poskart, G Iskierka, K Krot, R Burduk, P Gwizdal, ...",https://www.mdpi.com/1424-8220/22/24/9861,Sensors,mdpi.com,… The commercially available software offered by robot manufacturers very often allows only … robot’s battery based on key mission parameters to predict the potential usage of battery …,8,"https://scholar.google.com/scholar?cites=894729806510252210&as_sdt=2005&sciodt=0,5&hl=en"
A novel resolution scheme of time-energy optimal trajectory for precise acceleration controlled industrial robot using neural networks,2022,"R Hou, J Niu, Y Guo, T Ren, X Yu, B Han, Q Ma",https://www.mdpi.com/2076-0825/11/5/130,Actuators,mdpi.com,… were carried out to verify the effectiveness of the proposed optimization solution scheme by comparing it with state-of-the-art trajectory optimization methods using Yalmip software. The …,8,"https://scholar.google.com/scholar?cites=3010702588676880293&as_sdt=2005&sciodt=0,5&hl=en"
Energy saving planner model via differential evolutionary algorithm for bionic palletizing robot,2022,"Y Deng, T Zhou, G Zhao, K Zhu, Z Xu, H Liu",https://www.mdpi.com/1424-8220/22/19/7545,Sensors,mdpi.com,"… saving planner based on the differential evolution algorithm is tested by simulation software, verifying that the energy consumption of the initial parameters of the bionic trajectory can be …",12,"https://scholar.google.com/scholar?cites=9788518677126123791&as_sdt=2005&sciodt=0,5&hl=en"
